Identificador do Imóvel;Classe do Edifício;Zoneamento;Frente do Lote;Área Total do Lote;Tipo de Rua;Tipo de Viela;Formato do Lote;Nivelamento do Terreno;Tipo de Utilidades;Configuração do Lote;Inclinação do Terreno;Bairro;Condição Principal;Condição Secundária;Tipo de Construção;Estilo da Casa;Qualidade Geral;Condição Geral;Ano de Construção;Ano da Última Reforma;Tipo de Telhado;Material do Telhado;Revestimento Externo 1;Revestimento Externo 2;Tipo de Alvenaria;Área de Alvenaria;Qualidade dos Materiais Externos;Condição dos Materiais Externos;Fundação;Qualidade do Porão;Condição do Porão;Exposição do Porão;Acabamento do Porão 1;Área Acabada do Porão 1;Acabamento do Porão 2;Área Acabada do Porão 2;Área Não Acabada do Porão;Área Total do Porão;Tipo de Aquecimento;Qualidade do Aquecimento;Ar-Condicionado Central;Sistema Elétrico;Área do Primeiro Andar;Área do Segundo Andar;Área de Baixa Qualidade;Área Útil Acima do Solo;Banheiros Completos no Porão;Lavabos no Porão;Banheiros Completos Acima do Solo;Lavabos Acima do Solo;Quartos Acima do Porão;Número de Cozinhas;Qualidade da Cozinha;Total de Cômodos Acima do Solo;Funcionalidade da Casa;Número de Lareiras;Qualidade da Lareira;Tipo de Garagem;Ano da Construção da Garagem;Acabamento Interno da Garagem;Capacidade da Garagem;Área da Garagem;Qualidade da Garagem;Condição da Garagem;Entrada Pavimentada;Área do Deck de Madeira;Área da Varanda Aberta;Área da Varanda Fechada;Área da Varanda de Três Estações;Área da Varanda Telada;Área da Piscina;Qualidade da Piscina;Tipo de Cerca;Característica Extra;Valor de Características Extras;Mês da Venda;Ano da Venda;Tipo de Venda;Condição da Venda;Preço de Venda
727;20;Residencial (Baixa Dens.);;21695;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Crawfor;Normal;Normal;Casa Individual;Térrea;6;9;1988;2007;Quatro Águas;Asfalto;Wd Sdng;Plywood;Tijolo;260;Boa;Boa;Blocos de Concreto;Boa;Média;Nenhuma;Alto Acabamento;808;Sem Acabamento;0;72;880;Gás Forçado;Excelente;Sim;Disjuntor;1680;0;0;1680;1;0;2;0;3;1;Boa;5;Típica;1;Boa;Anexada;1988;Acabado;2;540;Média;Média;Sim;292;44;0;182;0;0;;;;0;12;2009;Venda Direta;Normal;222000
728;20;Residencial (Baixa Dens.);64;7314;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2007;2007;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;82;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;724;Sem Acabamento;0;508;1232;Gás Forçado;Excelente;Sim;Disjuntor;1232;0;0;1232;1;0;2;0;2;1;Boa;6;Típica;0;;Anexada;2007;Rústico;2;632;Média;Média;Sim;132;0;0;0;0;0;;;;0;2;2009;Venda Direta;Normal;194500
729;90;Residencial (Baixa Dens.);85;11475;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;NAmes;Normal;Normal;Duplex;Térrea;5;5;1958;1958;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;95;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1584;1584;Gás Forçado;Média;Sim;Disjuntor;1776;0;0;1776;1;0;2;0;4;2;Média;9;Típica;0;;Separada;1968;Sem Acabamento;3;888;Média;Média;Sim;0;25;0;0;0;0;;;;0;7;2009;Venda Judicial;Anormal;110000
730;30;Residencial (Média Dens.);52;6240;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Interno;Suave;IDOTRR;Normal;Normal;Casa Individual;Mezanino Finalizado;4;5;1925;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;152;Sem Acabamento;0;628;780;Gás Forçado;Média;Sim;Fusível Alto;848;0;360;1208;0;0;1;0;2;1;Média;5;Típica;0;;Separada;1962;Sem Acabamento;2;539;Média;Média;Sim;0;23;112;0;0;0;;;;0;1;2009;Venda Direta;Normal;103000
731;120;Residencial (Baixa Dens.);39;5389;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;StoneBr;Normal;Normal;Geminada (Extremidade);Térrea;8;5;1995;1996;Duas Águas;Asfalto;CemntBd;CmentBd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;1180;Sem Acabamento;0;415;1595;Gás Forçado;Excelente;Sim;Disjuntor;1616;0;0;1616;1;0;2;0;2;1;Boa;5;Típica;1;Média;Anexada;1995;Rústico;2;608;Média;Média;Sim;237;152;0;0;0;0;;;;0;3;2010;Venda Direta;Normal;236500
732;80;Residencial (Baixa Dens.);73;9590;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Timber;Normal;Normal;Casa Individual;SLvl;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;442;Boa;Média;Concreto;Excelente;Média;Média;Alto Acabamento;786;Sem Acabamento;0;82;868;Gás Forçado;Excelente;Sim;Disjuntor;1146;0;0;1146;1;0;2;0;3;1;Boa;6;Típica;1;Boa;Anexada;2003;Acabado;2;438;Média;Média;Sim;160;22;0;0;0;0;;;;0;5;2007;Venda Direta;Normal;187500
733;60;Residencial (Baixa Dens.);75;11404;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;1998;1999;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;202;Boa;Média;Concreto;Boa;Média;Média;Bom Acabamento;252;Sem Acabamento;0;901;1153;Gás Forçado;Excelente;Sim;Disjuntor;1153;878;0;2031;0;0;2;1;3;1;Boa;8;Típica;1;Média;Anexada;1998;Acabado;2;541;Média;Média;Sim;192;84;0;0;0;0;;;;0;7;2008;Venda Direta;Normal;222500
734;20;Residencial (Baixa Dens.);80;10000;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;Sawyer;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;5;6;1961;1983;Quatro Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;594;Sem Acabamento;0;270;864;Gás Forçado;Excelente;Sim;Disjuntor;1144;0;0;1144;1;0;1;0;3;1;Média;6;Típica;1;Média;Anexada;1961;Rústico;1;264;Média;Média;Sim;165;0;0;0;0;0;;Madeira Boa;Galpão;400;3;2009;Venda Direta;Normal;131400
735;20;Residencial (Baixa Dens.);;8978;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Sawyer;Normal;Normal;Casa Individual;Térrea;5;5;1968;1968;Duas Águas;Asfalto;Plywood;Plywood;Nenhum;0;Média;Média;Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;948;948;Gás Forçado;Média;Sim;Disjuntor;948;0;0;948;0;0;1;0;3;1;Média;6;Típica;0;;Anexada;1968;Sem Acabamento;1;300;Média;Média;Sim;147;0;0;0;0;0;;;;0;5;2007;Venda Direta;Venda entre Família;108000
736;75;Residencial (Média Dens.);60;10800;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;2.5Unf;7;7;1914;1970;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Tijolo;Boa;Média;Mínima;Sala de Recreação;390;Sem Acabamento;0;490;880;Gás Radiante;Fraca;Não;Disjuntor;880;888;0;1768;0;0;1;1;2;1;Média;6;Típica;2;Média;Separada;1914;Sem Acabamento;2;320;Média;Média;Não;0;341;0;0;0;0;;;;0;10;2006;Venda Direta;Normal;163000
737;90;Residencial (Baixa Dens.);60;8544;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Duplex;Térrea;3;4;1950;1950;Duas Águas;Asfalto;Stucco;Stone;Nenhum;0;Média;Média;Blocos de Concreto;;;;;0;;0;0;0;Gás Forçado;Boa;Não;Fusível Médio;1040;0;0;1040;0;0;2;0;2;2;Média;6;Típica;0;;Separada;1949;Sem Acabamento;2;400;Média;Média;Sim;0;0;0;0;0;0;;;;0;7;2006;Venda Direta;Normal;93500
738;60;Residencial (Baixa Dens.);72;10463;Pavimentada;Sem Acesso;Leve Irregular;Alto;Todas Disponíveis;Cul-de-sac;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;8;5;2005;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;893;893;Gás Forçado;Excelente;Sim;Disjuntor;901;900;0;1801;0;0;2;1;3;1;Boa;8;Típica;1;Boa;Anexada;2005;Acabado;3;800;Média;Média;Sim;0;116;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;239900
739;90;Residencial (Baixa Dens.);60;10800;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Duplex;Térrea;5;5;1987;1988;Duas Águas;Asfalto;Plywood;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Boa;Boa;Alto Acabamento;1200;Sem Acabamento;0;0;1200;Gás Forçado;Média;Sim;Disjuntor;1200;0;0;1200;3;0;3;0;3;1;Média;5;Típica;0;;;;;0;0;;;Sim;120;0;0;0;0;0;;;;0;3;2009;Venda Direta;Alocação;179000
740;60;Residencial (Baixa Dens.);65;9313;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;864;864;Gás Forçado;Excelente;Sim;Disjuntor;864;864;0;1728;0;0;2;1;3;1;Boa;7;Típica;0;;Anexada;2004;Rústico;2;572;Média;Média;Sim;187;56;0;0;0;0;;;;0;4;2009;Venda Direta;Normal;190000
741;70;Residencial (Média Dens.);60;9600;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;Sobrado;5;7;1910;2002;Duas Águas;Asfalto;Wd Sdng;Wd Shng;Nenhum;0;Média;Boa;Tijolo;Fraca;Fraca;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;264;264;Gás Forçado;Excelente;Sim;Disjuntor;768;664;0;1432;0;0;2;0;2;1;Média;7;Típica;0;;Separada;1910;Sem Acabamento;2;360;Média;Boa;Sim;270;0;112;0;0;0;;Boa Privativa;;0;5;2007;Venda Direta;Anormal;132000
742;20;Residencial (Baixa Dens.);65;6768;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Sawyer;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;6;8;1961;1996;Quatro Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Mínima;Alto Acabamento;832;Sem Acabamento;0;80;912;Gás Forçado;Boa;Sim;Disjuntor;912;0;0;912;1;1;1;0;3;1;Boa;5;Típica;0;;Separada;1962;Sem Acabamento;1;288;Média;Média;Sim;168;0;0;0;0;0;;Boa Privativa;;0;5;2008;Venda Direta;Normal;142000
743;20;Residencial (Baixa Dens.);65;8450;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;SawyerW;Normal;Normal;Casa Individual;Térrea;7;5;2000;2001;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;108;Média;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1349;1349;Gás Forçado;Excelente;Sim;Disjuntor;1349;0;0;1349;0;0;2;0;3;1;Média;6;Típica;0;;Anexada;2000;Sem Acabamento;2;539;Média;Média;Sim;120;55;0;0;0;0;;Boa Privativa;;0;12;2007;Venda Direta;Normal;179000
744;80;Residencial (Baixa Dens.);70;12886;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Sawyer;Normal;Normal;Casa Individual;SLvl;5;6;1963;1999;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Média;Bom Acabamento;444;Sem Acabamento;0;76;520;Gás Forçado;Excelente;Sim;Disjuntor;1464;0;0;1464;0;1;2;0;3;1;Média;6;Mínima Modificação;1;Média;Anexada;1997;Rústico;2;480;Média;Média;Sim;302;0;0;0;100;0;;;;0;10;2009;Venda Direta;Normal;175000
745;120;Residencial (Baixa Dens.);41;5395;Pavimentada;Sem Acesso;Leve Irregular;Alto;Todas Disponíveis;Interno;Suave;StoneBr;Normal;Normal;Geminada (Extremidade);Térrea;8;5;1993;1993;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;733;Sem Acabamento;0;604;1337;Gás Forçado;Boa;Sim;Disjuntor;1337;0;0;1337;1;0;2;0;2;1;Boa;5;Típica;1;Média;Anexada;1993;Rústico;2;462;Média;Média;Sim;96;0;70;168;0;0;;;;0;10;2008;Venda Direta;Normal;180000
746;60;Residencial (Baixa Dens.);;8963;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;Sobrado;8;9;1976;1996;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;289;Excelente;Boa;Blocos de Concreto;Média;Boa;Nenhuma;Alto Acabamento;575;Bom Acabamento;80;487;1142;Gás Forçado;Excelente;Sim;Disjuntor;1175;1540;0;2715;0;1;3;1;4;1;Boa;11;Típica;2;Média;Embutida;1994;Acabado;2;831;Média;Média;Sim;0;204;0;0;0;0;;;;0;7;2008;Venda Direta;Normal;299800
747;60;Residencial (Baixa Dens.);;8795;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;7;5;2000;2000;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;300;Sem Acabamento;0;652;952;Gás Forçado;Excelente;Sim;Disjuntor;980;1276;0;2256;0;0;2;1;4;1;Boa;8;Típica;1;Média;Embutida;2000;Acabado;2;554;Média;Média;Sim;224;54;0;0;0;0;;;;0;4;2009;Venda Direta;Normal;236000
748;70;Residencial (Média Dens.);65;11700;Pavimentada;Pavimentada;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Normal;Normal;Casa Individual;Sobrado;7;7;1880;2003;Mansard;Asfalto;Stucco;Stucco;Nenhum;0;Boa;Média;Pedra;Média;Fraca;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1240;1240;Gás Radiante;Média;Não;Disjuntor;1320;1320;0;2640;0;0;1;1;4;1;Boa;8;Típica;1;Boa;Separada;1950;Sem Acabamento;4;864;Média;Média;Não;181;0;386;0;0;0;;;;0;5;2009;Venda Direta;Normal;265979
749;20;Residencial (Baixa Dens.);59;10593;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Térrea;7;5;1996;1996;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;338;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;919;Sem Acabamento;0;801;1720;Gás Forçado;Excelente;Sim;Disjuntor;1720;0;0;1720;1;0;2;0;3;1;Boa;7;Típica;1;Média;Anexada;1996;Acabado;2;527;Média;Média;Sim;240;56;154;0;0;0;;;;0;3;2010;Venda Direta;Normal;260400
750;50;Residencial (Baixa Dens.);50;8405;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Casa Individual;Mezanino Finalizado;4;3;1945;1950;Duas Águas;Asfalto;WdShing;Wd Shng;Nenhum;0;Média;Média;Laje;;;;;0;;0;0;0;Parede;Média;Não;Fusível Médio;1088;441;0;1529;0;0;2;0;4;1;Média;9;Modificada;0;;Separada;1945;Sem Acabamento;1;240;Média;Média;Não;92;0;185;0;0;0;;;;0;4;2009;Venda Direta;Normal;98000
751;50;Residencial (Média Dens.);55;8800;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Normal;Normal;Casa Individual;Mezanino Finalizado;4;7;1910;2004;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Tijolo;Média;Fraca;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;576;576;Gás Forçado;Boa;Sim;Disjuntor;792;348;0;1140;0;0;1;0;3;1;Média;7;Mínima Modificação;0;;;;;0;0;;;Não;0;160;0;0;0;0;;;;0;6;2010;Venda Direta;Normal;96500
752;60;Residencial (Baixa Dens.);;7750;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Gilbert;Ferrovia (Próximo);Normal;Casa Individual;Sobrado;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;660;660;Gás Forçado;Excelente;Sim;Disjuntor;660;660;0;1320;0;0;2;1;3;1;Boa;6;Típica;0;;Anexada;2003;Acabado;2;400;Média;Média;Sim;0;48;0;0;0;0;;;;0;8;2007;Venda Direta;Normal;162000
753;20;Residencial (Baixa Dens.);79;9236;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;6;5;1997;1997;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Boa;Concreto;Boa;Média;Boa;Alto Acabamento;1200;Sem Acabamento;0;279;1479;Gás Forçado;Excelente;Sim;Disjuntor;1494;0;0;1494;1;0;2;0;3;1;Boa;6;Típica;0;;Anexada;1997;Rústico;2;576;Média;Média;Sim;168;27;0;0;0;0;;;;0;7;2006;Venda Direta;Normal;217000
754;60;Residencial (Baixa Dens.);80;10240;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Sobrado;8;5;2005;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;178;Boa;Média;Concreto;Boa;Média;Mínima;Sem Acabamento;0;Sem Acabamento;0;1030;1030;Gás Forçado;Boa;Sim;Disjuntor;1038;1060;0;2098;0;0;2;1;3;1;Excelente;8;Típica;1;Boa;Anexada;2005;Rústico;3;878;Média;Média;Sim;192;52;0;0;0;0;;;;0;3;2006;Venda Direta;Normal;275500
755;20;Residencial (Baixa Dens.);61;7930;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;8;1969;2005;Duas Águas;Asfalto;Plywood;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Alto Acabamento;439;Baixo Acabamento;472;115;1026;Gás Forçado;Boa;Sim;Disjuntor;1026;0;0;1026;1;0;1;0;3;1;Boa;5;Típica;0;;Separada;1969;Rústico;2;440;Média;Média;Sim;171;48;0;0;0;0;;;;0;7;2009;Venda Direta;Normal;156000
756;160;Vila Planejada;34;3230;Pavimentada;Pavimentada;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Geminada (Extremidade);Sobrado;6;5;1999;1999;Duas Águas;Asfalto;MetalSd;MetalSd;Tijolo;894;Média;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;381;Sem Acabamento;0;348;729;Gás Forçado;Boa;Sim;Disjuntor;742;729;0;1471;0;0;2;1;3;1;Média;6;Típica;0;;Separada;1999;Sem Acabamento;2;440;Média;Média;Sim;0;24;0;0;0;0;;;;0;3;2009;Venda Direta;Normal;172500
757;60;Residencial (Baixa Dens.);68;10769;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;8;5;2007;2007;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;20;Sem Acabamento;0;846;866;Gás Forçado;Excelente;Sim;Disjuntor;866;902;0;1768;0;0;2;1;3;1;Boa;7;Típica;0;;Anexada;2007;Rústico;2;578;Média;Média;Sim;144;105;0;0;0;0;;;;0;4;2009;Venda Direta;Normal;212000
758;60;Residencial (Baixa Dens.);;11616;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Sawyer;Normal;Normal;Casa Individual;Sobrado;6;5;1978;1978;Quatro Águas;Asfalto;HdBoard;HdBoard;Tijolo Comum;328;Média;Média;Blocos de Concreto;Média;Média;Mínima;Sala de Recreação;438;Sem Acabamento;0;234;672;Gás Forçado;Média;Sim;Disjuntor;672;714;0;1386;0;0;2;1;3;1;Média;6;Típica;1;Média;Anexada;1978;Acabado;2;440;Média;Média;Sim;335;0;0;0;0;0;;Boa Privativa;;0;4;2010;Venda Direta;Anormal;158900
759;160;Vila Planejada;24;2280;Pavimentada;Pavimentada;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Geminada;Sobrado;7;5;1999;1999;Duas Águas;Asfalto;MetalSd;MetalSd;Tijolo;360;Média;Média;Concreto;Boa;Média;Nenhuma;Bom Acabamento;549;Sem Acabamento;0;195;744;Gás Forçado;Boa;Sim;Disjuntor;757;744;0;1501;0;0;2;1;3;1;Média;6;Típica;0;;Separada;1999;Sem Acabamento;2;440;Média;Média;Sim;0;0;0;0;0;0;;;;0;8;2008;Venda Direta;Normal;179400
760;60;Residencial (Baixa Dens.);65;12257;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Sobrado;8;5;1995;1995;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;513;Boa;Média;Concreto;Boa;Média;Média;Baixo Acabamento;56;Bom Acabamento;64;1198;1318;Gás Forçado;Excelente;Sim;Disjuntor;1328;1203;0;2531;0;0;2;1;4;1;Boa;9;Típica;1;Média;Anexada;1995;Rústico;3;752;Média;Média;Sim;222;98;0;0;0;0;;;;0;11;2007;Venda Direta;Normal;290000
761;20;Residencial (Baixa Dens.);70;9100;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;6;1959;1959;Quatro Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;612;Sem Acabamento;0;252;864;Gás Forçado;Excelente;Sim;Disjuntor;864;0;0;864;0;0;1;0;2;1;Média;5;Típica;0;;Separada;2008;Sem Acabamento;1;300;Excelente;Excelente;Sim;0;0;0;0;0;0;;;Galpão;450;10;2009;Venda Direta;Normal;127500
762;30;Residencial (Média Dens.);60;6911;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;BrkSide;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;5;5;1924;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Concreto;Média;Média;Mínima;Baixo Acabamento;405;Sem Acabamento;0;740;1145;Gás Forçado;Média;Sim;Disjuntor;1301;0;0;1301;0;0;1;0;2;1;Fraca;5;Pequeno Ajuste;0;;Separada;1965;Sem Acabamento;2;440;Média;Média;Sim;0;0;0;0;0;0;;;;0;10;2009;Venda Direta;Normal;100000
763;60;Vila Planejada;72;8640;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Sobrado;7;5;2009;2009;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Mínima;Alto Acabamento;24;Sem Acabamento;0;732;756;Gás Forçado;Excelente;Sim;Disjuntor;764;783;0;1547;0;0;2;1;3;1;Boa;7;Típica;0;;Anexada;2009;Sem Acabamento;2;614;Média;Média;Sim;169;45;0;0;0;0;;;;0;6;2010;Condições Especiais (Diversas);Normal;215200
764;60;Residencial (Baixa Dens.);82;9430;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Sobrado;8;5;1999;1999;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;673;Boa;Média;Concreto;Boa;Média;Mínima;Alto Acabamento;1163;Sem Acabamento;0;89;1252;Gás Forçado;Excelente;Sim;Disjuntor;1268;1097;0;2365;1;0;2;1;3;1;Boa;8;Típica;1;Boa;Anexada;1999;Rústico;3;856;Média;Média;Sim;0;128;0;0;180;0;;;;0;7;2009;Venda Direta;Normal;337000
765;120;Residencial (Baixa Dens.);30;9549;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Veenker;Normal;Normal;Geminada (Extremidade);Térrea;8;5;1995;1996;Quatro Águas;Asfalto;BrkFace;BrkFace;Nenhum;0;Boa;Boa;Concreto;Boa;Boa;Média;Baixo Acabamento;437;Alto Acabamento;1057;0;1494;Gás Forçado;Excelente;Sim;Disjuntor;1494;0;0;1494;1;0;1;1;2;1;Excelente;6;Típica;1;Boa;Anexada;1995;Acabado;2;481;Média;Média;Sim;0;30;0;0;216;0;;;;0;4;2006;Venda Direta;Normal;270000
766;20;Residencial (Baixa Dens.);75;14587;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Térrea;9;5;2008;2008;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;284;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1498;1498;Gás Forçado;Excelente;Sim;Disjuntor;1506;0;0;1506;0;0;2;0;2;1;Excelente;6;Típica;1;Boa;Anexada;2008;Acabado;2;592;Média;Média;Sim;0;174;0;0;0;0;;;;0;8;2008;Nova;Parcial;264132
767;60;Residencial (Baixa Dens.);80;10421;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;Sobrado;7;5;1988;1988;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;42;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Alto Acabamento;394;Sem Acabamento;0;586;980;Gás Forçado;Média;Sim;Disjuntor;980;734;0;1714;0;0;2;1;3;1;Média;7;Típica;1;Média;Anexada;1988;Sem Acabamento;2;496;Média;Média;Sim;228;66;156;0;0;0;;Média Privativa;Galpão;500;3;2010;Venda Direta;Normal;196500
768;50;Residencial (Baixa Dens.);75;12508;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Mitchel;Normal;Normal;Casa Individual;Mezanino Finalizado;6;7;1940;1985;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Mínima;Bom Acabamento;660;Sem Acabamento;0;323;983;Gás Forçado;Excelente;Sim;Disjuntor;983;767;0;1750;1;0;2;0;4;1;Média;7;Modificada;0;;Anexada;1989;Sem Acabamento;1;423;Média;Média;Sim;245;0;156;0;0;0;;;Galpão;1300;7;2008;Venda Direta;Normal;160000
